NO_OF_FRAMES	7383
NO_OF_CAMERAS	14
NO_OF_MARKERS	0
FREQUENCY	25
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
4727	189.04000	
4728	189.08000	
4729	189.12000	
4730	189.16000	
4731	189.20000	
4732	189.24000	
4733	189.28000	
4734	189.32000	
4735	189.36000	
4736	189.40000	
4737	189.44000	
4738	189.48000	
4739	189.52000	
4740	189.56000	
4741	189.60000	
4742	189.64000	
4743	189.68000	
4744	189.72000	
4745	189.76000	
4746	189.80000	
4747	189.84000	
4748	189.88000	
4749	189.92000	
4750	189.96000	
4751	190.00000	
4752	190.04000	
4753	190.08000	
4754	190.12000	
4755	190.16000	
4756	190.20000	
4757	190.24000	
4758	190.28000	
4759	190.32000	
4760	190.36000	
4761	190.40000	
4762	190.44000	
4763	190.48000	
4764	190.52000	
4765	190.56000	
4766	190.60000	
4767	190.64000	
4768	190.68000	
4769	190.72000	
4770	190.76000	
4771	190.80000	
4772	190.84000	
4773	190.88000	
4774	190.92000	
4775	190.96000	
4776	191.00000	
4777	191.04000	
4778	191.08000	
4779	191.12000	
4780	191.16000	
4781	191.20000	
4782	191.24000	
4783	191.28000	
4784	191.32000	
4785	191.36000	
4786	191.40000	
4787	191.44000	
4788	191.48000	
4789	191.52000	
4790	191.56000	
4791	191.60000	
4792	191.64000	
4793	191.68000	
4794	191.72000	
4795	191.76000	
4796	191.80000	
4797	191.84000	
4798	191.88000	
4799	191.92000	
4800	191.96000	
4801	192.00000	
4802	192.04000	
4803	192.08000	
4804	192.12000	
4805	192.16000	
4806	192.20000	
4807	192.24000	
4808	192.28000	
4809	192.32000	
4810	192.36000	
4811	192.40000	
4812	192.44000	
4813	192.48000	
4814	192.52000	
4815	192.56000	
4816	192.60000	
4817	192.64000	
4818	192.68000	
4819	192.72000	
4820	192.76000	
4821	192.80000	
4822	192.84000	
4823	192.88000	
4824	192.92000	
4825	192.96000	
4826	193.00000	
4827	193.04000	
4828	193.08000	
4829	193.12000	
4830	193.16000	
4831	193.20000	
4832	193.24000	
4833	193.28000	
4834	193.32000	
4835	193.36000	
4836	193.40000	
4837	193.44000	
4838	193.48000	
4839	193.52000	
4840	193.56000	
4841	193.60000	
4842	193.64000	
4843	193.68000	
4844	193.72000	
4845	193.76000	
4846	193.80000	
4847	193.84000	
4848	193.88000	
4849	193.92000	
4850	193.96000	
4851	194.00000	
4852	194.04000	
4853	194.08000	
4854	194.12000	
4855	194.16000	
4856	194.20000	
4857	194.24000	
4858	194.28000	
4859	194.32000	
4860	194.36000	
4861	194.40000	
4862	194.44000	
4863	194.48000	
4864	194.52000	
4865	194.56000	
4866	194.60000	
4867	194.64000	
4868	194.68000	
4869	194.72000	
4870	194.76000	
4871	194.80000	
4872	194.84000	
4873	194.88000	
4874	194.92000	
4875	194.96000	
4876	195.00000	
4877	195.04000	
4878	195.08000	
4879	195.12000	
4880	195.16000	
4881	195.20000	
4882	195.24000	
4883	195.28000	
4884	195.32000	
4885	195.36000	
4886	195.40000	
4887	195.44000	
4888	195.48000	
4889	195.52000	
4890	195.56000	
4891	195.60000	
4892	195.64000	
4893	195.68000	
4894	195.72000	
4895	195.76000	
4896	195.80000	
4897	195.84000	
4898	195.88000	
4899	195.92000	
4900	195.96000	
4901	196.00000	
4902	196.04000	
4903	196.08000	
4904	196.12000	
4905	196.16000	
4906	196.20000	
4907	196.24000	
4908	196.28000	
4909	196.32000	
4910	196.36000	
4911	196.40000	
4912	196.44000	
4913	196.48000	
4914	196.52000	
4915	196.56000	
4916	196.60000	
4917	196.64000	
4918	196.68000	
4919	196.72000	
4920	196.76000	
4921	196.80000	
4922	196.84000	
4923	196.88000	
4924	196.92000	
4925	196.96000	
4926	197.00000	
4927	197.04000	
4928	197.08000	
4929	197.12000	
4930	197.16000	
4931	197.20000	
4932	197.24000	
4933	197.28000	
4934	197.32000	
4935	197.36000	
4936	197.40000	
4937	197.44000	
4938	197.48000	
4939	197.52000	
4940	197.56000	
4941	197.60000	
4942	197.64000	
4943	197.68000	
4944	197.72000	
4945	197.76000	
4946	197.80000	
4947	197.84000	
4948	197.88000	
4949	197.92000	
4950	197.96000	
4951	198.00000	
4952	198.04000	
4953	198.08000	
4954	198.12000	
4955	198.16000	
4956	198.20000	
4957	198.24000	
4958	198.28000	
4959	198.32000	
4960	198.36000	
4961	198.40000	
4962	198.44000	
4963	198.48000	
4964	198.52000	
4965	198.56000	
4966	198.60000	
4967	198.64000	
4968	198.68000	
4969	198.72000	
4970	198.76000	
4971	198.80000	
4972	198.84000	
4973	198.88000	
4974	198.92000	
4975	198.96000	
4976	199.00000	
4977	199.04000	
4978	199.08000	
4979	199.12000	
4980	199.16000	
4981	199.20000	
4982	199.24000	
4983	199.28000	
4984	199.32000	
4985	199.36000	
4986	199.40000	
4987	199.44000	
4988	199.48000	
4989	199.52000	
4990	199.56000	
4991	199.60000	
4992	199.64000	
4993	199.68000	
4994	199.72000	
4995	199.76000	
4996	199.80000	
4997	199.84000	
4998	199.88000	
4999	199.92000	
5000	199.96000	
5001	200.00000	
5002	200.04000	
5003	200.08000	
5004	200.12000	
5005	200.16000	
5006	200.20000	
5007	200.24000	
5008	200.28000	
5009	200.32000	
5010	200.36000	
5011	200.40000	
5012	200.44000	
5013	200.48000	
5014	200.52000	
5015	200.56000	
5016	200.60000	
5017	200.64000	
5018	200.68000	
5019	200.72000	
5020	200.76000	
5021	200.80000	
5022	200.84000	
5023	200.88000	
5024	200.92000	
5025	200.96000	
5026	201.00000	
5027	201.04000	
5028	201.08000	
5029	201.12000	
5030	201.16000	
5031	201.20000	
5032	201.24000	
5033	201.28000	
5034	201.32000	
5035	201.36000	
5036	201.40000	
5037	201.44000	
5038	201.48000	
5039	201.52000	
5040	201.56000	
5041	201.60000	
5042	201.64000	
5043	201.68000	
5044	201.72000	
5045	201.76000	
5046	201.80000	
5047	201.84000	
5048	201.88000	
5049	201.92000	
5050	201.96000	
5051	202.00000	
5052	202.04000	
5053	202.08000	
5054	202.12000	
5055	202.16000	
5056	202.20000	
5057	202.24000	
5058	202.28000	
5059	202.32000	
5060	202.36000	
5061	202.40000	
5062	202.44000	
5063	202.48000	
5064	202.52000	
5065	202.56000	
5066	202.60000	
5067	202.64000	
5068	202.68000	
5069	202.72000	
5070	202.76000	
5071	202.80000	
5072	202.84000	
5073	202.88000	
5074	202.92000	
5075	202.96000	
5076	203.00000	
5077	203.04000	
5078	203.08000	
5079	203.12000	
5080	203.16000	
5081	203.20000	
5082	203.24000	
5083	203.28000	
5084	203.32000	
5085	203.36000	
5086	203.40000	
5087	203.44000	
5088	203.48000	
5089	203.52000	
5090	203.56000	
5091	203.60000	
5092	203.64000	
5093	203.68000	
5094	203.72000	
5095	203.76000	
5096	203.80000	
5097	203.84000	
5098	203.88000	
5099	203.92000	
5100	203.96000	
5101	204.00000	
5102	204.04000	
5103	204.08000	
5104	204.12000	
5105	204.16000	
5106	204.20000	
5107	204.24000	
5108	204.28000	
5109	204.32000	
5110	204.36000	
5111	204.40000	
5112	204.44000	
5113	204.48000	
5114	204.52000	
5115	204.56000	
5116	204.60000	
5117	204.64000	
5118	204.68000	
5119	204.72000	
5120	204.76000	
5121	204.80000	
5122	204.84000	
5123	204.88000	
5124	204.92000	
5125	204.96000	
5126	205.00000	
5127	205.04000	
5128	205.08000	
5129	205.12000	
5130	205.16000	
5131	205.20000	
5132	205.24000	
5133	205.28000	
5134	205.32000	
5135	205.36000	
5136	205.40000	
5137	205.44000	
5138	205.48000	
5139	205.52000	
5140	205.56000	
5141	205.60000	
5142	205.64000	
5143	205.68000	
5144	205.72000	
5145	205.76000	
5146	205.80000	
5147	205.84000	
5148	205.88000	
5149	205.92000	
5150	205.96000	
5151	206.00000	
5152	206.04000	
5153	206.08000	
5154	206.12000	
5155	206.16000	
5156	206.20000	
5157	206.24000	
5158	206.28000	
5159	206.32000	
5160	206.36000	
5161	206.40000	
5162	206.44000	
5163	206.48000	
5164	206.52000	
5165	206.56000	
5166	206.60000	
5167	206.64000	
5168	206.68000	
5169	206.72000	
5170	206.76000	
5171	206.80000	
5172	206.84000	
5173	206.88000	
5174	206.92000	
5175	206.96000	
5176	207.00000	
5177	207.04000	
5178	207.08000	
5179	207.12000	
5180	207.16000	
5181	207.20000	
5182	207.24000	
5183	207.28000	
5184	207.32000	
5185	207.36000	
5186	207.40000	
5187	207.44000	
5188	207.48000	
5189	207.52000	
5190	207.56000	
5191	207.60000	
5192	207.64000	
5193	207.68000	
5194	207.72000	
5195	207.76000	
5196	207.80000	
5197	207.84000	
5198	207.88000	
5199	207.92000	
5200	207.96000	
5201	208.00000	
5202	208.04000	
5203	208.08000	
5204	208.12000	
5205	208.16000	
5206	208.20000	
5207	208.24000	
5208	208.28000	
5209	208.32000	
5210	208.36000	
5211	208.40000	
5212	208.44000	
5213	208.48000	
5214	208.52000	
5215	208.56000	
5216	208.60000	
5217	208.64000	
5218	208.68000	
5219	208.72000	
5220	208.76000	
5221	208.80000	
5222	208.84000	
5223	208.88000	
5224	208.92000	
5225	208.96000	
5226	209.00000	
5227	209.04000	
5228	209.08000	
5229	209.12000	
5230	209.16000	
5231	209.20000	
5232	209.24000	
5233	209.28000	
5234	209.32000	
5235	209.36000	
5236	209.40000	
5237	209.44000	
5238	209.48000	
5239	209.52000	
5240	209.56000	
5241	209.60000	
5242	209.64000	
5243	209.68000	
5244	209.72000	
5245	209.76000	
5246	209.80000	
5247	209.84000	
5248	209.88000	
5249	209.92000	
5250	209.96000	
5251	210.00000	
5252	210.04000	
5253	210.08000	
5254	210.12000	
5255	210.16000	
5256	210.20000	
5257	210.24000	
5258	210.28000	
5259	210.32000	
5260	210.36000	
5261	210.40000	
5262	210.44000	
5263	210.48000	
5264	210.52000	
5265	210.56000	
5266	210.60000	
5267	210.64000	
5268	210.68000	
5269	210.72000	
5270	210.76000	
5271	210.80000	
5272	210.84000	
5273	210.88000	
5274	210.92000	
5275	210.96000	
5276	211.00000	
5277	211.04000	
5278	211.08000	
5279	211.12000	
5280	211.16000	
5281	211.20000	
5282	211.24000	
5283	211.28000	
5284	211.32000	
5285	211.36000	
5286	211.40000	
5287	211.44000	
5288	211.48000	
5289	211.52000	
5290	211.56000	
5291	211.60000	
5292	211.64000	
5293	211.68000	
5294	211.72000	
5295	211.76000	
5296	211.80000	
5297	211.84000	
5298	211.88000	
5299	211.92000	
5300	211.96000	
5301	212.00000	
5302	212.04000	
5303	212.08000	
5304	212.12000	
5305	212.16000	
5306	212.20000	
5307	212.24000	
5308	212.28000	
5309	212.32000	
5310	212.36000	
5311	212.40000	
5312	212.44000	
5313	212.48000	
5314	212.52000	
5315	212.56000	
5316	212.60000	
5317	212.64000	
5318	212.68000	
5319	212.72000	
5320	212.76000	
5321	212.80000	
5322	212.84000	
5323	212.88000	
5324	212.92000	
5325	212.96000	
5326	213.00000	
5327	213.04000	
5328	213.08000	
5329	213.12000	
5330	213.16000	
5331	213.20000	
5332	213.24000	
5333	213.28000	
5334	213.32000	
5335	213.36000	
5336	213.40000	
5337	213.44000	
5338	213.48000	
5339	213.52000	
5340	213.56000	
5341	213.60000	
5342	213.64000	
5343	213.68000	
5344	213.72000	
5345	213.76000	
5346	213.80000	
5347	213.84000	
5348	213.88000	
5349	213.92000	
5350	213.96000	
5351	214.00000	
5352	214.04000	
5353	214.08000	
5354	214.12000	
5355	214.16000	
5356	214.20000	
5357	214.24000	
5358	214.28000	
5359	214.32000	
5360	214.36000	
5361	214.40000	
5362	214.44000	
5363	214.48000	
5364	214.52000	
5365	214.56000	
5366	214.60000	
5367	214.64000	
5368	214.68000	
5369	214.72000	
5370	214.76000	
5371	214.80000	
5372	214.84000	
5373	214.88000	
5374	214.92000	
5375	214.96000	
5376	215.00000	
5377	215.04000	
5378	215.08000	
5379	215.12000	
5380	215.16000	
5381	215.20000	
5382	215.24000	
5383	215.28000	
5384	215.32000	
5385	215.36000	
5386	215.40000	
5387	215.44000	
5388	215.48000	
5389	215.52000	
5390	215.56000	
5391	215.60000	
5392	215.64000	
5393	215.68000	
5394	215.72000	
5395	215.76000	
5396	215.80000	
5397	215.84000	
5398	215.88000	
5399	215.92000	
5400	215.96000	
5401	216.00000	
5402	216.04000	
5403	216.08000	
5404	216.12000	
5405	216.16000	
5406	216.20000	
5407	216.24000	
5408	216.28000	
5409	216.32000	
5410	216.36000	
5411	216.40000	
5412	216.44000	
5413	216.48000	
5414	216.52000	
5415	216.56000	
5416	216.60000	
5417	216.64000	
5418	216.68000	
5419	216.72000	
5420	216.76000	
5421	216.80000	
5422	216.84000	
5423	216.88000	
5424	216.92000	
5425	216.96000	
5426	217.00000	
5427	217.04000	
5428	217.08000	
5429	217.12000	
5430	217.16000	
5431	217.20000	
5432	217.24000	
5433	217.28000	
5434	217.32000	
5435	217.36000	
5436	217.40000	
5437	217.44000	
5438	217.48000	
5439	217.52000	
5440	217.56000	
5441	217.60000	
5442	217.64000	
5443	217.68000	
5444	217.72000	
5445	217.76000	
5446	217.80000	
5447	217.84000	
5448	217.88000	
5449	217.92000	
5450	217.96000	
5451	218.00000	
5452	218.04000	
5453	218.08000	
5454	218.12000	
5455	218.16000	
5456	218.20000	
5457	218.24000	
5458	218.28000	
5459	218.32000	
5460	218.36000	
5461	218.40000	
5462	218.44000	
5463	218.48000	
5464	218.52000	
5465	218.56000	
5466	218.60000	
5467	218.64000	
5468	218.68000	
5469	218.72000	
5470	218.76000	
5471	218.80000	
5472	218.84000	
5473	218.88000	
5474	218.92000	
5475	218.96000	
5476	219.00000	
5477	219.04000	
5478	219.08000	
5479	219.12000	
5480	219.16000	
5481	219.20000	
5482	219.24000	
5483	219.28000	
5484	219.32000	
5485	219.36000	
5486	219.40000	
5487	219.44000	
5488	219.48000	
5489	219.52000	
5490	219.56000	
5491	219.60000	
5492	219.64000	
5493	219.68000	
5494	219.72000	
5495	219.76000	
5496	219.80000	
5497	219.84000	
5498	219.88000	
5499	219.92000	
5500	219.96000	
5501	220.00000	
5502	220.04000	
5503	220.08000	
5504	220.12000	
5505	220.16000	
5506	220.20000	
5507	220.24000	
5508	220.28000	
5509	220.32000	
5510	220.36000	
5511	220.40000	
5512	220.44000	
5513	220.48000	
5514	220.52000	
5515	220.56000	
5516	220.60000	
5517	220.64000	
5518	220.68000	
5519	220.72000	
5520	220.76000	
5521	220.80000	
5522	220.84000	
5523	220.88000	
5524	220.92000	
5525	220.96000	
5526	221.00000	
5527	221.04000	
5528	221.08000	
5529	221.12000	
5530	221.16000	
5531	221.20000	
5532	221.24000	
5533	221.28000	
5534	221.32000	
5535	221.36000	
5536	221.40000	
5537	221.44000	
5538	221.48000	
5539	221.52000	
5540	221.56000	
5541	221.60000	
5542	221.64000	
5543	221.68000	
5544	221.72000	
5545	221.76000	
5546	221.80000	
5547	221.84000	
5548	221.88000	
5549	221.92000	
5550	221.96000	
5551	222.00000	
5552	222.04000	
5553	222.08000	
5554	222.12000	
5555	222.16000	
5556	222.20000	
5557	222.24000	
5558	222.28000	
5559	222.32000	
5560	222.36000	
5561	222.40000	
5562	222.44000	
5563	222.48000	
5564	222.52000	
5565	222.56000	
5566	222.60000	
5567	222.64000	
5568	222.68000	
5569	222.72000	
5570	222.76000	
5571	222.80000	
5572	222.84000	
5573	222.88000	
5574	222.92000	
5575	222.96000	
5576	223.00000	
5577	223.04000	
5578	223.08000	
5579	223.12000	
5580	223.16000	
5581	223.20000	
5582	223.24000	
5583	223.28000	
5584	223.32000	
5585	223.36000	
5586	223.40000	
5587	223.44000	
5588	223.48000	
5589	223.52000	
5590	223.56000	
5591	223.60000	
5592	223.64000	
5593	223.68000	
5594	223.72000	
5595	223.76000	
5596	223.80000	
5597	223.84000	
5598	223.88000	
5599	223.92000	
5600	223.96000	
5601	224.00000	
5602	224.04000	
5603	224.08000	
5604	224.12000	
5605	224.16000	
5606	224.20000	
5607	224.24000	
5608	224.28000	
5609	224.32000	
5610	224.36000	
5611	224.40000	
5612	224.44000	
5613	224.48000	
5614	224.52000	
5615	224.56000	
5616	224.60000	
5617	224.64000	
5618	224.68000	
5619	224.72000	
5620	224.76000	
5621	224.80000	
5622	224.84000	
5623	224.88000	
5624	224.92000	
5625	224.96000	
5626	225.00000	
5627	225.04000	
5628	225.08000	
5629	225.12000	
5630	225.16000	
5631	225.20000	
5632	225.24000	
5633	225.28000	
5634	225.32000	
5635	225.36000	
5636	225.40000	
5637	225.44000	
5638	225.48000	
5639	225.52000	
5640	225.56000	
5641	225.60000	
5642	225.64000	
5643	225.68000	
5644	225.72000	
5645	225.76000	
5646	225.80000	
5647	225.84000	
5648	225.88000	
5649	225.92000	
5650	225.96000	
5651	226.00000	
5652	226.04000	
5653	226.08000	
5654	226.12000	
5655	226.16000	
5656	226.20000	
5657	226.24000	
5658	226.28000	
5659	226.32000	
5660	226.36000	
5661	226.40000	
5662	226.44000	
5663	226.48000	
5664	226.52000	
5665	226.56000	
5666	226.60000	
5667	226.64000	
5668	226.68000	
5669	226.72000	
5670	226.76000	
5671	226.80000	
5672	226.84000	
5673	226.88000	
5674	226.92000	
5675	226.96000	
5676	227.00000	
5677	227.04000	
5678	227.08000	
5679	227.12000	
5680	227.16000	
5681	227.20000	
5682	227.24000	
5683	227.28000	
5684	227.32000	
5685	227.36000	
5686	227.40000	
5687	227.44000	
5688	227.48000	
5689	227.52000	
5690	227.56000	
5691	227.60000	
5692	227.64000	
5693	227.68000	
5694	227.72000	
5695	227.76000	
5696	227.80000	
5697	227.84000	
5698	227.88000	
5699	227.92000	
5700	227.96000	
5701	228.00000	
5702	228.04000	
5703	228.08000	
5704	228.12000	
5705	228.16000	
5706	228.20000	
5707	228.24000	
5708	228.28000	
5709	228.32000	
5710	228.36000	
5711	228.40000	
5712	228.44000	
5713	228.48000	
5714	228.52000	
5715	228.56000	
5716	228.60000	
5717	228.64000	
5718	228.68000	
5719	228.72000	
5720	228.76000	
5721	228.80000	
5722	228.84000	
5723	228.88000	
5724	228.92000	
5725	228.96000	
5726	229.00000	
5727	229.04000	
5728	229.08000	
5729	229.12000	
5730	229.16000	
5731	229.20000	
5732	229.24000	
5733	229.28000	
5734	229.32000	
5735	229.36000	
5736	229.40000	
5737	229.44000	
5738	229.48000	
5739	229.52000	
5740	229.56000	
5741	229.60000	
5742	229.64000	
5743	229.68000	
5744	229.72000	
5745	229.76000	
5746	229.80000	
5747	229.84000	
5748	229.88000	
5749	229.92000	
5750	229.96000	
5751	230.00000	
5752	230.04000	
5753	230.08000	
5754	230.12000	
5755	230.16000	
5756	230.20000	
5757	230.24000	
5758	230.28000	
5759	230.32000	
5760	230.36000	
5761	230.40000	
5762	230.44000	
5763	230.48000	
5764	230.52000	
5765	230.56000	
5766	230.60000	
5767	230.64000	
5768	230.68000	
5769	230.72000	
5770	230.76000	
5771	230.80000	
5772	230.84000	
5773	230.88000	
5774	230.92000	
5775	230.96000	
5776	231.00000	
5777	231.04000	
5778	231.08000	
5779	231.12000	
5780	231.16000	
5781	231.20000	
5782	231.24000	
5783	231.28000	
5784	231.32000	
5785	231.36000	
5786	231.40000	
5787	231.44000	
5788	231.48000	
5789	231.52000	
5790	231.56000	
5791	231.60000	
5792	231.64000	
5793	231.68000	
5794	231.72000	
5795	231.76000	
5796	231.80000	
5797	231.84000	
5798	231.88000	
5799	231.92000	
5800	231.96000	
5801	232.00000	
5802	232.04000	
5803	232.08000	
5804	232.12000	
5805	232.16000	
5806	232.20000	
5807	232.24000	
5808	232.28000	
5809	232.32000	
5810	232.36000	
5811	232.40000	
5812	232.44000	
5813	232.48000	
5814	232.52000	
5815	232.56000	
5816	232.60000	
5817	232.64000	
5818	232.68000	
5819	232.72000	
5820	232.76000	
5821	232.80000	
5822	232.84000	
5823	232.88000	
5824	232.92000	
5825	232.96000	
5826	233.00000	
5827	233.04000	
5828	233.08000	
5829	233.12000	
5830	233.16000	
5831	233.20000	
5832	233.24000	
5833	233.28000	
5834	233.32000	
5835	233.36000	
5836	233.40000	
5837	233.44000	
5838	233.48000	
5839	233.52000	
5840	233.56000	
5841	233.60000	
5842	233.64000	
5843	233.68000	
5844	233.72000	
5845	233.76000	
5846	233.80000	
5847	233.84000	
5848	233.88000	
5849	233.92000	
5850	233.96000	
5851	234.00000	
5852	234.04000	
5853	234.08000	
5854	234.12000	
5855	234.16000	
5856	234.20000	
5857	234.24000	
5858	234.28000	
5859	234.32000	
5860	234.36000	
5861	234.40000	
5862	234.44000	
5863	234.48000	
5864	234.52000	
5865	234.56000	
5866	234.60000	
5867	234.64000	
5868	234.68000	
5869	234.72000	
5870	234.76000	
5871	234.80000	
5872	234.84000	
5873	234.88000	
5874	234.92000	
5875	234.96000	
5876	235.00000	
5877	235.04000	
5878	235.08000	
5879	235.12000	
5880	235.16000	
5881	235.20000	
5882	235.24000	
5883	235.28000	
5884	235.32000	
5885	235.36000	
5886	235.40000	
5887	235.44000	
5888	235.48000	
5889	235.52000	
5890	235.56000	
5891	235.60000	
5892	235.64000	
5893	235.68000	
5894	235.72000	
5895	235.76000	
5896	235.80000	
5897	235.84000	
5898	235.88000	
5899	235.92000	
5900	235.96000	
5901	236.00000	
5902	236.04000	
5903	236.08000	
5904	236.12000	
5905	236.16000	
5906	236.20000	
5907	236.24000	
5908	236.28000	
5909	236.32000	
5910	236.36000	
5911	236.40000	
5912	236.44000	
5913	236.48000	
5914	236.52000	
5915	236.56000	
5916	236.60000	
5917	236.64000	
5918	236.68000	
5919	236.72000	
5920	236.76000	
5921	236.80000	
5922	236.84000	
5923	236.88000	
5924	236.92000	
5925	236.96000	
5926	237.00000	
5927	237.04000	
5928	237.08000	
5929	237.12000	
5930	237.16000	
5931	237.20000	
5932	237.24000	
5933	237.28000	
5934	237.32000	
5935	237.36000	
5936	237.40000	
5937	237.44000	
5938	237.48000	
5939	237.52000	
5940	237.56000	
5941	237.60000	
5942	237.64000	
5943	237.68000	
5944	237.72000	
5945	237.76000	
5946	237.80000	
5947	237.84000	
5948	237.88000	
5949	237.92000	
5950	237.96000	
5951	238.00000	
5952	238.04000	
5953	238.08000	
5954	238.12000	
5955	238.16000	
5956	238.20000	
5957	238.24000	
5958	238.28000	
5959	238.32000	
5960	238.36000	
5961	238.40000	
5962	238.44000	
5963	238.48000	
5964	238.52000	
5965	238.56000	
5966	238.60000	
5967	238.64000	
5968	238.68000	
5969	238.72000	
5970	238.76000	
5971	238.80000	
5972	238.84000	
5973	238.88000	
5974	238.92000	
5975	238.96000	
5976	239.00000	
5977	239.04000	
5978	239.08000	
5979	239.12000	
5980	239.16000	
5981	239.20000	
5982	239.24000	
5983	239.28000	
5984	239.32000	
5985	239.36000	
5986	239.40000	
5987	239.44000	
5988	239.48000	
5989	239.52000	
5990	239.56000	
5991	239.60000	
5992	239.64000	
5993	239.68000	
5994	239.72000	
5995	239.76000	
5996	239.80000	
5997	239.84000	
5998	239.88000	
5999	239.92000	
6000	239.96000	
6001	240.00000	
6002	240.04000	
6003	240.08000	
6004	240.12000	
6005	240.16000	
6006	240.20000	
6007	240.24000	
6008	240.28000	
6009	240.32000	
6010	240.36000	
6011	240.40000	
6012	240.44000	
6013	240.48000	
6014	240.52000	
6015	240.56000	
6016	240.60000	
6017	240.64000	
6018	240.68000	
6019	240.72000	
6020	240.76000	
6021	240.80000	
6022	240.84000	
6023	240.88000	
6024	240.92000	
6025	240.96000	
6026	241.00000	
6027	241.04000	
6028	241.08000	
6029	241.12000	
6030	241.16000	
6031	241.20000	
6032	241.24000	
6033	241.28000	
6034	241.32000	
6035	241.36000	
6036	241.40000	
6037	241.44000	
6038	241.48000	
6039	241.52000	
6040	241.56000	
6041	241.60000	
6042	241.64000	
6043	241.68000	
6044	241.72000	
6045	241.76000	
6046	241.80000	
6047	241.84000	
6048	241.88000	
6049	241.92000	
6050	241.96000	
6051	242.00000	
6052	242.04000	
6053	242.08000	
6054	242.12000	
6055	242.16000	
6056	242.20000	
6057	242.24000	
6058	242.28000	
6059	242.32000	
6060	242.36000	
6061	242.40000	
6062	242.44000	
6063	242.48000	
6064	242.52000	
6065	242.56000	
6066	242.60000	
6067	242.64000	
6068	242.68000	
6069	242.72000	
6070	242.76000	
6071	242.80000	
6072	242.84000	
6073	242.88000	
6074	242.92000	
6075	242.96000	
6076	243.00000	
6077	243.04000	
6078	243.08000	
6079	243.12000	
6080	243.16000	
6081	243.20000	
6082	243.24000	
6083	243.28000	
6084	243.32000	
6085	243.36000	
6086	243.40000	
6087	243.44000	
6088	243.48000	
6089	243.52000	
6090	243.56000	
6091	243.60000	
6092	243.64000	
6093	243.68000	
6094	243.72000	
6095	243.76000	
6096	243.80000	
6097	243.84000	
6098	243.88000	
6099	243.92000	
6100	243.96000	
6101	244.00000	
6102	244.04000	
6103	244.08000	
6104	244.12000	
6105	244.16000	
6106	244.20000	
6107	244.24000	
6108	244.28000	
6109	244.32000	
6110	244.36000	
6111	244.40000	
6112	244.44000	
6113	244.48000	
6114	244.52000	
6115	244.56000	
6116	244.60000	
6117	244.64000	
6118	244.68000	
6119	244.72000	
6120	244.76000	
6121	244.80000	
6122	244.84000	
6123	244.88000	
6124	244.92000	
6125	244.96000	
6126	245.00000	
6127	245.04000	
6128	245.08000	
6129	245.12000	
6130	245.16000	
6131	245.20000	
6132	245.24000	
6133	245.28000	
6134	245.32000	
6135	245.36000	
6136	245.40000	
6137	245.44000	
6138	245.48000	
6139	245.52000	
6140	245.56000	
6141	245.60000	
6142	245.64000	
6143	245.68000	
6144	245.72000	
6145	245.76000	
6146	245.80000	
6147	245.84000	
6148	245.88000	
6149	245.92000	
6150	245.96000	
6151	246.00000	
6152	246.04000	
6153	246.08000	
6154	246.12000	
6155	246.16000	
6156	246.20000	
6157	246.24000	
6158	246.28000	
6159	246.32000	
6160	246.36000	
6161	246.40000	
6162	246.44000	
6163	246.48000	
6164	246.52000	
6165	246.56000	
6166	246.60000	
6167	246.64000	
6168	246.68000	
6169	246.72000	
6170	246.76000	
6171	246.80000	
6172	246.84000	
6173	246.88000	
6174	246.92000	
6175	246.96000	
6176	247.00000	
6177	247.04000	
6178	247.08000	
6179	247.12000	
6180	247.16000	
6181	247.20000	
6182	247.24000	
6183	247.28000	
6184	247.32000	
6185	247.36000	
6186	247.40000	
6187	247.44000	
6188	247.48000	
6189	247.52000	
6190	247.56000	
6191	247.60000	
6192	247.64000	
6193	247.68000	
6194	247.72000	
6195	247.76000	
6196	247.80000	
6197	247.84000	
6198	247.88000	
6199	247.92000	
6200	247.96000	
6201	248.00000	
6202	248.04000	
6203	248.08000	
6204	248.12000	
6205	248.16000	
6206	248.20000	
6207	248.24000	
6208	248.28000	
6209	248.32000	
6210	248.36000	
6211	248.40000	
6212	248.44000	
6213	248.48000	
6214	248.52000	
6215	248.56000	
6216	248.60000	
6217	248.64000	
6218	248.68000	
6219	248.72000	
6220	248.76000	
6221	248.80000	
6222	248.84000	
6223	248.88000	
6224	248.92000	
6225	248.96000	
6226	249.00000	
6227	249.04000	
6228	249.08000	
6229	249.12000	
6230	249.16000	
6231	249.20000	
6232	249.24000	
6233	249.28000	
6234	249.32000	
6235	249.36000	
6236	249.40000	
6237	249.44000	
6238	249.48000	
6239	249.52000	
6240	249.56000	
6241	249.60000	
6242	249.64000	
6243	249.68000	
6244	249.72000	
6245	249.76000	
6246	249.80000	
6247	249.84000	
6248	249.88000	
6249	249.92000	
6250	249.96000	
6251	250.00000	
6252	250.04000	
6253	250.08000	
6254	250.12000	
6255	250.16000	
6256	250.20000	
6257	250.24000	
6258	250.28000	
6259	250.32000	
6260	250.36000	
6261	250.40000	
6262	250.44000	
6263	250.48000	
6264	250.52000	
6265	250.56000	
6266	250.60000	
6267	250.64000	
6268	250.68000	
6269	250.72000	
6270	250.76000	
6271	250.80000	
